hotel_id,distance,rating,number_of_ratings
15,6750.24,4.8,81993.0
15,1432.65,4.7,95861.0
15,2202.46,4.7,30595.0
15,9339.43,4.5,33099.0
15,1414.65,4.6,19258.0
15,8294.71,4.7,55270.0
15,1518.4,3.6,6796.0
15,3089.88,4.7,60507.0
15,2243.23,4.4,1638.0
16,1695.83,4.4,24388.0
16,769.84,4.2,23207.0
16,450.56,4.4,9088.0
16,847.53,4.3,8260.0
16,1532.88,4.2,9192.0
16,1267.02,4.3,7346.0
16,626.04,4.3,8777.0
16,3251.0,4.7,7332.0
16,1094.63,4.2,6282.0
16,732.62,4.5,5510.0
16,1326.23,4.1,4973.0
16,488.34,4.6,6559.0
16,333.04,4.4,11724.0
16,4589.28,4.3,4224.0
16,1134.03,4.5,3699.0
16,4027.62,4.6,5097.0
16,732.48,4.7,3098.0
16,2511.8,4.3,369.0
16,907.63,4.3,3317.0
16,742.84,3.9,4449.0
17,5251.25,4.1,404.0
17,25.48,4.4,775.0
17,314.71,4.7,617.0
17,502.11,4.7,932.0
17,1615.34,4.7,658.0
17,154.06,4.5,21.0
17,3916.2,4.3,768.0
17,248.83,4.6,547.0
17,357.75,4.2,257.0
17,1840.47,4.5,504.0
17,731.5,4.8,1137.0
17,210.99,4.7,730.0
17,244.3,4.8,301.0
17,606.78,4.7,442.0
17,3037.51,4.3,12.0
17,252.23,4.6,163.0
17,658.8,4.4,384.0
17,6472.86,4.6,164.0
17,2584.98,4.5,421.0
17,3076.31,4.8,13.0
18,7833.25,4.6,40294.0
18,7894.41,4.2,14912.0
18,236.7,4.6,5610.0
18,9952.55,4.5,4137.0
18,8068.44,4.3,3353.0
18,9059.2,4.6,2557.0
18,8644.26,3.7,1381.0
18,3371.62,4.8,849.0
18,8107.5,4.5,1524.0
18,7707.02,4.2,5662.0
18,2831.61,4.6,239.0
18,9306.8,4.5,2270.0
18,4552.54,4.6,6381.0
18,9129.83,4.0,3935.0
18,9349.87,4.1,4400.0
18,8539.71,3.9,2618.0
18,6046.11,4.0,1004.0
18,7894.41,3.2,1547.0
18,9198.88,4.4,3220.0
18,7647.51,4.1,107.0
19,1852.96,4.6,3104.0
19,6320.23,4.5,4487.0
19,8517.38,4.6,3289.0
19,3838.98,4.7,1516.0
19,10.67,4.5,1237.0
19,2867.9,4.6,1501.0
19,2122.34,4.7,1571.0
19,8328.53,4.1,1975.0
19,2053.49,4.5,1479.0
19,3572.49,4.1,1130.0
19,3319.69,4.3,1110.0
19,8455.73,4.5,972.0
19,8385.55,4.3,149.0
19,4488.63,4.4,800.0
19,8492.85,4.3,729.0
19,5549.23,3.8,127.0
19,6035.31,4.5,2333.0
19,1777.66,4.6,123.0
19,140.33,4.7,145.0
19,5864.1,4.5,297.0
20,8134.93,4.1,29205.0
20,1488.27,4.7,217247.0
20,2340.5,4.0,5383.0
20,2657.63,4.8,278893.0
20,2336.87,4.8,84037.0
20,907.41,4.7,179342.0
20,6340.98,4.8,78689.0
20,1882.85,4.7,109516.0
20,957.98,4.7,6907.0
20,2565.38,4.5,21044.0
20,872.64,4.6,52031.0
20,6490.95,4.8,81993.0
20,1392.67,4.7,95861.0
20,2337.02,4.7,30595.0
20,1128.26,4.6,19258.0
20,8633.25,4.7,55270.0
20,1895.79,3.6,6796.0
20,3326.4,4.7,60507.0
20,2471.66,4.4,1638.0
20,7380.58,4.6,73537.0
21,2361.1,4.4,5159.0
21,3268.15,4.5,4407.0
21,2552.43,4.3,3608.0
21,7547.64,4.6,2712.0
21,1812.19,4.3,2717.0
21,4.04,4.5,1826.0
21,241.8,4.4,773.0
21,2015.33,4.4,3291.0
21,694.93,4.3,2635.0
21,531.3,4.4,3070.0
21,786.39,4.3,2481.0
21,391.3,4.0,188.0
21,2965.97,4.5,1743.0
21,6665.51,4.8,788.0
21,6296.0,4.7,4216.0
21,8889.63,4.7,756.0
21,3318.74,4.4,1290.0
21,6611.89,4.6,1219.0
21,7122.22,4.7,917.0
21,1192.7,4.2,4559.0
22,1187.05,4.7,3597.0
22,2925.24,4.5,1323.0
22,3260.76,4.5,1182.0
22,219.15,4.6,1090.0
22,8877.11,4.2,778.0
22,3661.18,4.4,859.0
22,3745.46,3.9,898.0
22,3488.22,4.0,1112.0
22,3365.29,3.6,5.0
22,9820.29,4.2,117.0
22,3617.09,4.6,453.0
22,3406.32,4.7,574.0
22,8707.15,4.5,298.0
22,29.07,4.5,312.0
22,3965.43,4.8,869.0
22,9974.57,4.8,99.0
22,396.0,4.5,378.0
22,332.06,4.6,301.0
22,213.25,4.7,84.0
22,7774.74,4.4,256.0
23,3460.7,4.1,20861.0
23,1216.76,3.6,440.0
23,4075.08,4.8,40792.0
23,5744.93,4.5,5717.0
23,1135.28,4.6,21582.0
23,966.32,4.1,850.0
23,3900.87,4.7,1070.0
23,4189.47,4.3,17860.0
23,183.83,4.4,24554.0
23,3540.5,4.7,3866.0
23,1326.58,4.7,35368.0
23,4216.48,4.8,17153.0
23,2907.64,4.5,13631.0
23,5771.3,4.5,9550.0
23,332.5,4.5,44975.0
23,1842.03,4.7,20952.0
23,4637.77,4.7,9004.0
23,4442.94,4.5,11090.0
23,1479.86,3.7,853.0
23,5126.27,4.2,884.0
24,672.99,4.7,33836.0
24,3613.05,4.7,6421.0
24,2534.14,4.7,13468.0
24,2650.27,4.7,10311.0
24,245.8,4.7,458.0
24,1664.4,4.5,7429.0
24,5872.29,4.2,1826.0
24,1687.55,4.3,5417.0
24,123.11,4.6,4535.0
24,31.95,4.4,2761.0
24,107.57,4.5,792.0
24,580.59,4.8,2674.0
24,838.0,4.4,8619.0
24,3255.86,3.0,611.0
24,735.73,4.6,2036.0
24,6512.29,4.3,1507.0
24,156.44,4.8,3137.0
24,7698.01,3.9,2351.0
24,1845.36,4.6,6531.0
24,555.3,4.6,3559.0
25,2367.76,4.7,33415.0
25,5991.63,4.6,11424.0
25,3008.7,4.8,4518.0
25,1189.26,2.4,955.0
25,9638.46,4.8,6774.0
25,6794.25,4.4,5870.0
25,2301.32,4.1,4200.0
25,5288.85,4.9,627.0
25,3541.04,4.2,1140.0
25,4712.97,4.6,3782.0
25,3465.2,4.2,2272.0
25,4470.19,4.0,2323.0
25,2981.38,4.4,1690.0
25,3488.58,4.8,2672.0
25,5953.79,4.0,108.0
25,3286.54,4.4,1452.0
25,5868.78,4.2,369.0
25,3248.38,4.7,680.0
25,5217.21,4.7,2898.0
25,3355.38,4.5,1129.0
26,286.42,4.5,25492.0
26,964.32,4.6,6305.0
26,1101.21,4.5,6718.0
26,858.83,4.8,5324.0
26,2638.2,4.8,7269.0
26,198.9,4.7,2187.0
26,439.19,4.5,229.0
26,7602.73,4.8,3366.0
26,2910.02,4.6,168.0
26,538.87,4.3,2189.0
26,573.36,4.3,2219.0
26,773.5,4.7,10288.0
26,6373.58,4.7,10323.0
26,1766.68,4.0,216.0
26,922.5,4.8,1038.0
26,2501.73,4.3,1866.0
26,627.08,4.6,757.0
26,602.53,4.6,1144.0
26,283.55,4.1,570.0
26,1407.97,3.5,610.0
27,9241.12,4.6,6733.0
27,4357.43,4.6,3104.0
27,9186.68,4.5,2613.0
27,3329.09,4.5,4487.0
27,5146.78,4.6,3289.0
27,8566.24,4.4,4659.0
27,4674.14,4.7,1516.0
27,7542.76,4.6,4106.0
27,3373.93,4.5,1237.0
27,802.96,4.6,1501.0
27,4234.01,4.7,1571.0
27,4958.53,4.1,1975.0
27,1379.83,4.5,1479.0
27,253.32,4.1,1130.0
27,5087.22,4.5,972.0
27,1067.88,4.3,1110.0
27,5021.2,4.3,149.0
27,1162.49,4.4,800.0
27,5157.24,4.3,729.0
27,4604.28,3.8,127.0
28,1138.06,4.6,115752.0
28,9378.88,4.6,62216.0
28,2954.83,4.4,18418.0
28,2665.91,4.7,25342.0
28,1343.74,4.6,35198.0
28,872.84,4.7,69851.0
28,8973.39,4.4,674.0
28,3185.65,4.6,8904.0
28,1508.86,4.6,10522.0
28,806.91,4.1,10108.0
28,2803.77,4.4,10732.0
28,1276.55,4.7,130239.0
28,5104.35,4.4,9883.0
28,915.78,4.4,6138.0
28,2777.17,3.2,718.0
28,4904.74,4.0,1220.0
28,1171.47,4.7,11644.0
28,5556.16,4.6,310.0
28,1747.91,4.4,4371.0
28,7956.82,4.4,255.0
29,8860.1,4.1,29205.0
29,1094.54,4.7,217247.0
29,2153.67,4.0,5383.0
29,2114.28,4.8,278893.0
29,1950.68,4.8,84037.0
29,838.45,4.7,179342.0
29,6868.58,4.8,78689.0
29,2071.79,4.7,109516.0
29,1444.51,4.7,6907.0
29,1716.67,4.5,21044.0
29,544.87,4.6,52031.0
29,6751.26,4.8,81993.0
29,1464.36,4.7,95861.0
29,2155.46,4.7,30595.0
29,9106.37,4.5,33099.0
29,1503.0,4.6,19258.0
29,8312.07,4.7,55270.0
29,1435.56,3.6,6796.0
29,3000.67,4.7,60507.0
29,2172.02,4.4,1638.0
30,148.34,4.5,5437.0
30,893.87,4.3,2583.0
30,1000.7,4.6,1262.0
30,466.86,4.5,977.0
30,8294.07,4.6,369.0
30,1604.37,4.8,524.0
30,2400.06,4.7,421.0
30,1372.8,4.8,562.0
30,4826.89,4.4,274.0
30,9567.37,4.5,63.0
30,357.8,4.6,433.0
30,832.41,4.7,1129.0
30,764.59,4.8,225.0
30,2393.39,4.3,249.0
30,2663.12,4.5,679.0
30,3642.24,4.2,156.0
30,4849.19,4.5,252.0
30,736.65,4.7,217.0
30,1762.74,4.3,114.0
30,3640.23,4.6,171.0
31,9567.51,4.5,28575.0
31,9943.61,4.5,31453.0
31,9765.8,4.8,28726.0
31,396.11,4.7,15695.0
31,495.08,4.6,17190.0
31,1432.74,4.5,11435.0
31,2327.03,4.4,708.0
31,8194.23,4.5,18815.0
31,6343.41,4.4,6765.0
31,2990.33,4.6,13005.0
31,599.88,4.8,17379.0
31,492.68,4.5,6059.0
31,2959.67,4.7,13606.0
31,6.9,4.6,1942.0
31,571.36,4.4,6647.0
31,502.95,4.4,4068.0
31,703.98,4.6,9990.0
31,3215.62,4.4,1369.0
31,539.14,4.5,2897.0
31,2852.46,4.5,109.0
32,5343.15,4.5,38745.0
32,5377.61,4.6,15166.0
32,1985.51,3.8,1917.0
32,2722.04,4.2,8484.0
32,6507.73,4.6,14186.0
32,6522.83,4.6,1180.0
32,5768.83,4.6,3406.0
32,5224.02,4.8,7267.0
32,4442.41,4.3,5266.0
32,5745.58,4.7,406.0
32,5700.52,4.5,4016.0
32,4641.86,3.6,3807.0
32,2947.34,4.1,2131.0
32,1149.54,4.0,2479.0
32,5181.59,4.2,3622.0
32,5418.1,4.6,2479.0
32,5477.24,4.6,4178.0
32,2519.45,4.4,3020.0
32,169.85,3.7,2279.0
32,2203.2,4.3,2005.0
33,2746.14,4.7,3944.0
33,519.76,4.3,2044.0
33,31.0,4.6,1531.0
33,1143.82,4.7,1057.0
33,2395.56,4.4,1384.0
33,1330.17,4.8,1095.0
33,1023.87,4.6,837.0
33,4926.27,4.6,868.0
33,631.09,4.2,871.0
33,2939.18,4.5,3324.0
33,525.14,4.5,2471.0
33,2881.45,4.6,1224.0
33,2681.51,4.6,1162.0
33,557.74,4.0,49.0
33,3017.56,4.8,558.0
33,667.46,4.4,1492.0
33,1101.44,4.7,691.0
33,9050.13,5.0,6118.0
33,719.15,4.7,460.0
33,6442.0,4.6,423.0
34,8878.57,4.1,29205.0
34,941.52,4.7,217247.0
34,2004.39,4.0,5383.0
34,2279.23,4.8,278893.0
34,2095.43,4.8,84037.0
34,643.4,4.7,179342.0
34,6680.59,4.8,78689.0
34,1888.63,4.7,109516.0
34,1249.38,4.7,6907.0
34,1905.59,4.5,21044.0
34,350.89,4.6,52031.0
34,6580.03,4.8,81993.0
34,1279.07,4.7,95861.0
34,2005.6,4.7,30595.0
34,9218.09,4.5,33099.0
34,1307.9,4.6,19258.0
34,8473.43,4.7,55270.0
34,1307.69,3.6,6796.0
34,2879.08,4.7,60507.0
34,2037.2,4.4,1638.0
35,8530.01,4.6,8029.0
35,9071.63,4.6,15217.0
35,8632.6,4.4,1060.0
35,4980.48,4.6,8142.0
35,1105.61,4.7,16937.0
35,6287.66,4.2,422.0
35,8915.97,4.6,4345.0
35,895.76,3.6,434.0
35,6828.05,4.6,4925.0
35,9277.32,4.6,3512.0
35,3730.32,4.3,2565.0
35,3337.98,4.7,4756.0
35,7234.53,4.5,3108.0
35,4649.64,4.4,1879.0
35,8495.03,4.0,2684.0
35,9105.23,4.6,567.0
35,8387.81,4.2,1782.0
35,7600.86,4.5,4135.0
35,4701.72,4.6,8443.0
35,5025.92,4.3,113.0
36,5529.9,4.5,70085.0
36,6072.43,4.7,16361.0
36,7530.2,4.7,43805.0
36,5357.41,4.2,14912.0
36,8785.39,4.5,4794.0
36,8349.24,4.7,13390.0
36,5807.04,4.5,7759.0
36,5424.55,4.6,19387.0
36,8384.13,2.9,1476.0
36,3262.19,4.5,4137.0
36,5372.95,4.5,6419.0
36,2128.31,4.5,8907.0
36,4200.24,4.6,2557.0
36,5888.17,4.2,5114.0
36,6344.78,3.6,1604.0
36,810.22,4.8,6867.0
36,4500.31,4.1,5291.0
36,6066.02,4.2,5664.0
36,8805.11,4.4,3835.0
36,5236.38,3.7,14236.0
37,3680.7,4.1,20861.0
37,1051.23,3.6,440.0
37,3844.86,4.8,40792.0
37,5586.22,4.5,5717.0
37,1065.21,4.6,21582.0
37,802.07,4.1,850.0
37,3668.83,4.7,1070.0
37,4231.59,4.3,17860.0
37,360.29,4.4,24554.0
37,3340.91,4.7,3866.0
37,1094.77,4.7,35368.0
37,3983.82,4.8,17153.0
37,2674.64,4.5,13631.0
37,5609.03,4.5,9550.0
37,182.47,4.5,44975.0
37,1727.92,4.7,20952.0
37,4404.87,4.7,9004.0
37,4444.23,4.5,11090.0
37,1312.31,3.7,853.0
37,4893.29,4.2,884.0
38,922.31,4.5,5437.0
38,174.23,4.3,2583.0
38,91.81,4.6,1262.0
38,603.03,4.5,977.0
38,8111.54,4.6,369.0
38,1924.02,4.8,524.0
38,3456.24,4.7,421.0
38,1876.16,4.8,562.0
38,5889.47,4.4,274.0
38,709.05,4.6,433.0
38,239.59,4.7,1129.0
38,1811.61,4.8,225.0
38,3350.58,4.3,249.0
38,3722.84,4.5,679.0
38,3056.26,4.2,156.0
38,5913.15,4.5,252.0
38,331.7,4.7,217.0
38,696.59,4.3,114.0
38,4692.79,4.6,171.0
38,523.94,4.7,145.0
40,6511.76,4.4,1060.0
40,4591.82,4.6,8142.0
40,8226.62,4.7,16937.0
40,309.01,4.6,4345.0
40,8986.62,3.6,434.0
40,3774.71,4.8,6790.0
40,5544.79,4.3,2565.0
40,9032.19,4.6,1402.0
40,5395.6,4.7,4756.0
40,5390.42,4.6,567.0
40,4782.11,4.4,1879.0
40,9405.66,4.2,1782.0
40,4868.88,4.3,113.0
40,3706.33,4.6,892.0
40,494.42,4.8,2937.0
40,8375.27,4.8,2374.0
40,8030.53,4.3,1385.0
40,7277.21,4.6,2466.0
40,5529.41,4.4,1984.0
40,9980.68,3.5,1025.0
41,1739.73,4.7,3944.0
41,633.24,4.3,2044.0
41,1145.97,4.6,1531.0
41,31.84,4.7,1057.0
41,1299.53,4.4,1384.0
41,232.23,4.8,1095.0
41,113.45,4.6,837.0
41,4125.69,4.6,868.0
41,484.33,4.2,871.0
41,4013.67,4.5,3324.0
41,1626.15,4.5,2471.0
41,3969.3,4.6,1224.0
41,3344.6,4.6,1162.0
41,614.61,4.0,49.0
41,1985.8,4.8,558.0
41,547.97,4.4,1492.0
41,2194.35,4.7,691.0
41,9093.34,5.0,6118.0
41,532.09,4.7,460.0
41,7506.67,4.6,423.0
42,890.41,4.2,7657.0
42,4690.99,4.6,3055.0
42,15.86,4.4,3573.0
42,2225.65,4.5,2600.0
42,3828.53,4.7,1435.0
42,559.72,4.4,3174.0
42,7694.45,4.6,485.0
42,1333.85,3.5,808.0
42,1002.93,4.5,892.0
42,9466.46,4.4,1305.0
42,219.39,4.2,1605.0
42,985.55,4.6,877.0
42,4960.87,4.4,399.0
42,0.0,4.3,40.0
42,3129.01,4.8,303.0
42,1152.92,4.5,390.0
42,1203.44,4.3,334.0
42,1120.38,4.3,969.0
42,2637.59,4.9,4168.0
42,1399.31,4.6,303.0
43,7206.09,4.6,3055.0
43,1162.8,4.5,1974.0
43,9986.01,4.5,2600.0
43,8082.98,4.7,1435.0
43,1578.54,4.8,5381.0
43,308.79,4.6,1508.0
43,2163.14,4.6,1383.0
43,9186.52,4.4,1305.0
43,2261.88,4.7,1112.0
43,5095.77,4.6,1465.0
43,6947.5,4.4,399.0
43,8772.24,4.8,303.0
43,8411.26,4.5,306.0
43,342.88,4.8,80.0
43,8048.85,4.3,1124.0
43,6818.08,4.7,278.0
43,9280.18,4.7,247.0
43,2533.55,4.6,42.0
43,152.8,4.5,211.0
43,1148.47,4.5,197.0
44,2378.99,4.4,24388.0
44,1303.16,4.2,23207.0
44,387.41,4.4,9088.0
44,142.32,4.3,8260.0
44,808.54,4.2,9192.0
44,555.6,4.3,7346.0
44,118.03,4.3,8777.0
44,2578.74,4.7,7332.0
44,395.69,4.2,6282.0
44,0.59,4.5,5510.0
44,2034.52,4.1,4973.0
44,1012.95,4.6,6559.0
44,444.17,4.4,11724.0
44,4194.7,4.3,4224.0
44,1774.69,4.5,3699.0
44,4729.54,4.6,5097.0
44,78.64,4.7,3098.0
44,2863.16,4.3,369.0
44,1517.8,4.3,3317.0
44,108.34,3.9,4449.0
45,2041.92,4.6,40121.0
45,1901.59,4.2,3058.0
45,4635.9,4.5,576.0
45,396.76,4.5,16593.0
45,5951.73,4.8,3775.0
45,146.17,4.3,3289.0
45,18.66,4.4,2112.0
45,4294.25,4.2,2367.0
45,1296.59,4.6,3203.0
45,2933.98,3.4,248.0
45,3403.17,4.8,7677.0
45,8299.33,4.6,1052.0
45,1884.2,4.5,2377.0
45,6816.31,4.6,3032.0
45,1852.44,4.4,3947.0
45,4582.0,4.8,2924.0
45,4395.1,4.7,2398.0
45,1566.12,4.0,1408.0
45,3547.49,4.3,2420.0
45,6873.04,4.2,1248.0
46,8247.08,4.3,1556.0
46,9170.67,4.3,2977.0
46,4825.88,4.3,2610.0
46,29.49,4.2,1328.0
46,3391.64,4.5,3269.0
46,3099.02,4.2,2161.0
46,8847.3,4.6,251.0
46,3461.37,4.6,975.0
46,3261.2,4.5,945.0
46,7745.85,4.6,1192.0
46,3464.95,4.4,1148.0
46,9927.72,4.5,595.0
46,2697.1,4.3,1589.0
46,6409.5,4.7,50.0
46,3215.26,4.3,672.0
46,1658.16,3.9,929.0
46,141.34,4.5,603.0
46,9200.75,4.3,1194.0
46,9449.62,4.5,94.0
46,5288.52,4.3,754.0
47,101.09,4.7,217247.0
47,1095.76,4.0,5383.0
47,3168.76,4.8,278893.0
47,635.6,4.7,179342.0
47,3007.92,4.8,84037.0
47,5921.58,4.8,78689.0
47,1144.56,4.7,109516.0
47,992.55,4.7,6907.0
47,2715.8,4.5,21044.0
47,784.28,4.6,52031.0
47,5718.78,4.8,81993.0
47,639.2,4.7,95861.0
47,1097.85,4.7,30595.0
47,9059.74,4.5,33099.0
47,914.15,4.6,19258.0
47,397.6,3.6,6796.0
